score;completeness;rescuebot_action;rescuebot_location;donald_action;donald_location;world_nr;tick_nr
6;0.125;MoveNorthWest;(21, 10);;(22, 11);1;2028
6;0.125;MoveNorthWest;(21, 10);MoveWest;(21, 11);1;2029
6;0.125;MoveNorthWest;(21, 10);;(21, 11);1;2030
6;0.125;MoveNorthWest;(21, 10);;(21, 11);1;2031
6;0.125;MoveNorthWest;(21, 10);MoveWest;(20, 11);1;2032
6;0.125;MoveNorthWest;(21, 10);;(20, 11);1;2033
6;0.125;MoveNorthWest;(21, 10);;(20, 11);1;2034
6;0.125;MoveNorthWest;(21, 10);MoveNorth;(20, 10);1;2035
6;0.125;MoveNorthWest;(21, 10);;(20, 10);1;2036
6;0.125;MoveNorthWest;(20, 9);;(20, 10);1;2037
6;0.125;MoveNorthWest;(20, 9);;(20, 10);1;2038
6;0.125;MoveNorthWest;(20, 9);;(20, 10);1;2039
6;0.125;MoveNorthWest;(20, 9);MoveWest;(19, 10);1;2040
6;0.125;MoveNorthWest;(20, 9);;(19, 10);1;2041
6;0.125;MoveNorthWest;(20, 9);;(19, 10);1;2042
6;0.125;MoveNorthWest;(20, 9);;(19, 10);1;2043
6;0.125;MoveNorthWest;(20, 9);MoveNorth;(19, 9);1;2044
6;0.125;MoveNorthWest;(20, 9);;(19, 9);1;2045
6;0.125;MoveNorthWest;(19, 8);;(19, 9);1;2046
6;0.125;MoveNorthWest;(19, 8);;(19, 9);1;2047
6;0.125;MoveNorthWest;(19, 8);;(19, 9);1;2048
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 9);1;2049
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 9);1;2050
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 9);1;2051
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 9);1;2052
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 9);1;2053
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2054
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2055
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2056
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2057
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2058
6;0.125;MoveNorthWest;(19, 8);MoveNorth;(19, 8);1;2059
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2060
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2061
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2062
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2063
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2064
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 7);1;2065
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 6);1;2066
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 6);1;2067
6;0.125;MoveNorthWest;(18, 7);MoveNorth;(19, 6);1;2068
6;0.125;MoveNorthWest;(17, 6);MoveNorth;(19, 6);1;2069
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 6);1;2070
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 6);1;2071
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2072
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2073
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2074
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2075
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2076
6;0.125;MoveWest;(17, 6);MoveNorth;(19, 5);1;2077
6;0.125;MoveWest;(16, 6);MoveNorth;(19, 5);1;2078
6;0.125;MoveWest;(16, 6);MoveWest;(19, 5);1;2079
6;0.125;MoveWest;(16, 6);MoveWest;(19, 5);1;2080
6;0.125;MoveWest;(16, 6);MoveWest;(19, 5);1;2081
6;0.125;MoveWest;(16, 6);MoveWest;(19, 5);1;2082
6;0.125;MoveWest;(16, 6);MoveWest;(19, 5);1;2083
6;0.125;MoveWest;(16, 6);MoveWest;(18, 5);1;2084
6;0.125;MoveWest;(16, 6);MoveWest;(17, 5);1;2085
6;0.125;MoveWest;(16, 6);MoveWest;(16, 5);1;2086
6;0.125;MoveWest;(15, 6);MoveWest;(15, 5);1;2087
6;0.125;MoveWest;(15, 6);MoveWest;(14, 5);1;2088
6;0.125;MoveWest;(15, 6);MoveWest;(13, 5);1;2089
6;0.125;MoveWest;(15, 6);MoveWest;(12, 5);1;2090
6;0.125;MoveWest;(15, 6);MoveWest;(11, 5);1;2091
6;0.125;MoveWest;(15, 6);MoveWest;(10, 5);1;2092
6;0.125;MoveWest;(15, 6);;(10, 5);1;2093
6;0.125;MoveWest;(15, 6);;(10, 5);1;2094
6;0.125;MoveWest;(15, 6);MoveWest;(10, 5);1;2095
6;0.125;MoveWest;(14, 6);MoveWest;(10, 5);1;2096
6;0.125;MoveWest;(14, 6);MoveWest;(10, 5);1;2097
6;0.125;MoveWest;(14, 6);MoveWest;(10, 5);1;2098
6;0.125;MoveWest;(14, 6);MoveWest;(10, 5);1;2099
6;0.125;MoveWest;(14, 6);MoveWest;(9, 5);1;2100
6;0.125;MoveWest;(14, 6);;(9, 5);1;2101
6;0.125;MoveWest;(14, 6);;(9, 5);1;2102
6;0.125;MoveWest;(14, 6);;(9, 5);1;2103
6;0.125;MoveWest;(14, 6);;(9, 5);1;2104
6;0.125;MoveWest;(13, 6);MoveNorth;(9, 4);1;2105
6;0.125;MoveWest;(13, 6);;(9, 4);1;2106
6;0.125;MoveWest;(13, 6);;(9, 4);1;2107
6;0.125;MoveWest;(13, 6);;(9, 4);1;2108
6;0.125;MoveWest;(13, 6);MoveNorth;(9, 3);1;2109
6;0.125;MoveWest;(13, 6);;(9, 3);1;2110
6;0.125;MoveWest;(13, 6);;(9, 3);1;2111
6;0.125;MoveWest;(13, 6);;(9, 3);1;2112
6;0.125;MoveWest;(13, 6);;(9, 3);1;2113
6;0.125;MoveWest;(12, 6);;(9, 3);1;2114
6;0.125;MoveWest;(12, 6);;(9, 3);1;2115
6;0.125;MoveWest;(12, 6);MoveEast;(10, 3);1;2116
6;0.125;MoveWest;(12, 6);;(10, 3);1;2117
6;0.125;MoveWest;(12, 6);;(10, 3);1;2118
6;0.125;MoveWest;(12, 6);;(10, 3);1;2119
6;0.125;MoveWest;(12, 6);;(10, 3);1;2120
6;0.125;MoveWest;(12, 6);;(10, 3);1;2121
6;0.125;MoveWest;(12, 6);;(10, 3);1;2122
6;0.125;MoveWest;(12, 6);;(10, 3);1;2123
6;0.125;MoveWest;(12, 6);;(10, 3);1;2124
6;0.125;MoveWest;(12, 6);;(10, 3);1;2125
6;0.125;MoveWest;(12, 6);;(10, 3);1;2126
6;0.125;MoveWest;(12, 6);;(10, 3);1;2127
6;0.125;MoveWest;(11, 6);;(10, 3);1;2128
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2129
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2130
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2131
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2132
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2133
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2134
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2135
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2136
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2137
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2138
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2139
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2140
6;0.125;MoveNorthWest;(11, 6);;(10, 3);1;2141
6;0.125;MoveNorthWest;(10, 5);;(10, 3);1;2142
6;0.125;MoveWest;(10, 5);;(10, 3);1;2143
6;0.125;MoveWest;(10, 5);;(10, 3);1;2144
6;0.125;MoveWest;(10, 5);;(10, 3);1;2145
6;0.125;MoveWest;(10, 5);;(10, 3);1;2146
6;0.125;MoveWest;(10, 5);;(10, 3);1;2147
6;0.125;MoveWest;(10, 5);;(10, 3);1;2148
6;0.125;MoveWest;(10, 5);;(10, 3);1;2149
6;0.125;MoveWest;(10, 5);;(10, 3);1;2150
6;0.125;MoveWest;(10, 5);;(10, 3);1;2151
6;0.125;MoveWest;(10, 5);;(10, 3);1;2152
6;0.125;MoveWest;(10, 5);;(10, 3);1;2153
6;0.125;MoveWest;(10, 5);;(10, 3);1;2154
6;0.125;MoveWest;(10, 5);;(10, 3);1;2155
6;0.125;MoveWest;(9, 5);;(10, 3);1;2156
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2157
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2158
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2159
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2160
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2161
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2162
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2163
6;0.125;MoveNorth;(9, 5);;(10, 3);1;2164
6;0.125;MoveNorth;(9, 4);;(10, 3);1;2165
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2166
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2167
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2168
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2169
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2170
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2171
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2172
6;0.125;MoveNorthWest;(9, 4);;(10, 3);1;2173
6;0.125;MoveNorthWest;(8, 3);;(10, 3);1;2174
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2175
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2176
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2177
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2178
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2179
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2180
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2181
6;0.125;MoveNorth;(8, 3);;(10, 3);1;2182
6;0.125;MoveNorth;(8, 2);;(10, 3);1;2183
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2184
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2185
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2186
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2187
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2188
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2189
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2190
6;0.125;MoveSouthEast;(8, 2);;(10, 3);1;2191
6;0.125;MoveSouthEast;(9, 3);;(10, 3);1;2192
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2193
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2194
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2195
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2196
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2197
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2198
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2199
6;0.125;MoveNorthEast;(9, 3);;(10, 3);1;2200
6;0.125;MoveNorthEast;(10, 2);;(10, 3);1;2201
6;0.125;Idle;(10, 2);;(10, 3);1;2202
6;0.125;Idle;(10, 2);;(10, 3);1;2203
6;0.125;Idle;(10, 2);;(10, 3);1;2204
6;0.125;Idle;(10, 2);;(10, 3);1;2205
6;0.125;Idle;(10, 2);;(10, 3);1;2206
6;0.125;Idle;(10, 2);;(10, 3);1;2207
6;0.125;Idle;(10, 2);;(10, 3);1;2208
6;0.125;Idle;(10, 2);;(10, 3);1;2209
6;0.125;Idle;(10, 2);;(10, 3);1;2210
6;0.125;Idle;(10, 2);;(10, 3);1;2211
6;0.125;Idle;(10, 2);;(10, 3);1;2212
6;0.125;Idle;(10, 2);;(10, 3);1;2213
6;0.125;Idle;(10, 2);;(10, 3);1;2214
6;0.125;Idle;(10, 2);;(10, 3);1;2215
6;0.125;Idle;(10, 2);;(10, 3);1;2216
6;0.125;Idle;(10, 2);;(10, 3);1;2217
6;0.125;Idle;(10, 2);;(10, 3);1;2218
6;0.125;Idle;(10, 2);;(10, 3);1;2219
6;0.125;Idle;(10, 2);;(10, 3);1;2220
6;0.125;Idle;(10, 2);;(10, 3);1;2221
6;0.125;Idle;(10, 2);;(10, 3);1;2222
6;0.125;Idle;(10, 2);;(10, 3);1;2223
6;0.125;Idle;(10, 2);;(10, 3);1;2224
6;0.125;Idle;(10, 2);;(10, 3);1;2225
6;0.125;Idle;(10, 2);;(10, 3);1;2226
6;0.125;Idle;(10, 2);;(10, 3);1;2227
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2228
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2229
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2230
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2231
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2232
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2233
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2234
6;0.125;MoveSouth;(10, 2);;(10, 3);1;2235
6;0.125;MoveSouth;(10, 3);;(10, 3);1;2236
6;0.125;;(10, 3);;(10, 3);1;2237
6;0.125;;(10, 3);;(10, 3);1;2238
6;0.125;;(10, 3);;(10, 3);1;2239
6;0.125;;(10, 3);;(10, 3);1;2240
6;0.125;;(10, 3);;(10, 3);1;2241
6;0.125;;(10, 3);;(10, 3);1;2242
6;0.125;;(10, 3);;(10, 3);1;2243
6;0.125;;(10, 3);;(10, 3);1;2244
6;0.125;;(10, 3);;(10, 3);1;2245
6;0.125;;(10, 3);;(10, 3);1;2246
6;0.125;;(10, 3);;(10, 3);1;2247
6;0.125;;(10, 3);;(10, 3);1;2248
6;0.125;;(10, 3);;(10, 3);1;2249
6;0.125;;(10, 3);;(10, 3);1;2250
6;0.125;;(10, 3);;(10, 3);1;2251
6;0.125;;(10, 3);;(10, 3);1;2252
6;0.125;;(10, 3);;(10, 3);1;2253
6;0.125;;(10, 3);;(10, 3);1;2254
6;0.125;;(10, 3);;(10, 3);1;2255
6;0.125;;(10, 3);;(10, 3);1;2256
6;0.125;;(10, 3);;(10, 3);1;2257
6;0.125;;(10, 3);;(10, 3);1;2258
6;0.125;;(10, 3);;(10, 3);1;2259
6;0.125;;(10, 3);;(10, 3);1;2260
6;0.125;;(10, 3);;(10, 3);1;2261
6;0.125;;(10, 3);;(10, 3);1;2262
6;0.125;;(10, 3);;(10, 3);1;2263
6;0.125;;(10, 3);;(10, 3);1;2264
6;0.125;;(10, 3);;(10, 3);1;2265
6;0.125;;(10, 3);;(10, 3);1;2266
6;0.125;;(10, 3);;(10, 3);1;2267
6;0.125;;(10, 3);;(10, 3);1;2268
6;0.125;;(10, 3);;(10, 3);1;2269
6;0.125;;(10, 3);;(10, 3);1;2270
6;0.125;;(10, 3);;(10, 3);1;2271
6;0.125;;(10, 3);;(10, 3);1;2272
6;0.125;;(10, 3);;(10, 3);1;2273
6;0.125;;(10, 3);;(10, 3);1;2274
6;0.125;;(10, 3);;(10, 3);1;2275
6;0.125;;(10, 3);;(10, 3);1;2276
6;0.125;;(10, 3);;(10, 3);1;2277
6;0.125;;(10, 3);;(10, 3);1;2278
6;0.125;;(10, 3);;(10, 3);1;2279
6;0.125;;(10, 3);;(10, 3);1;2280
6;0.125;;(10, 3);;(10, 3);1;2281
6;0.125;;(10, 3);;(10, 3);1;2282
6;0.125;;(10, 3);;(10, 3);1;2283
6;0.125;;(10, 3);;(10, 3);1;2284
6;0.125;;(10, 3);;(10, 3);1;2285
6;0.125;;(10, 3);;(10, 3);1;2286
6;0.125;;(10, 3);;(10, 3);1;2287
6;0.125;;(10, 3);;(10, 3);1;2288
6;0.125;;(10, 3);;(10, 3);1;2289
6;0.125;;(10, 3);;(10, 3);1;2290
6;0.125;;(10, 3);;(10, 3);1;2291
6;0.125;;(10, 3);;(10, 3);1;2292
6;0.125;;(10, 3);;(10, 3);1;2293
6;0.125;;(10, 3);;(10, 3);1;2294
6;0.125;;(10, 3);;(10, 3);1;2295
6;0.125;;(10, 3);;(10, 3);1;2296
6;0.125;;(10, 3);;(10, 3);1;2297
6;0.125;;(10, 3);;(10, 3);1;2298
6;0.125;;(10, 3);;(10, 3);1;2299
6;0.125;;(10, 3);;(10, 3);1;2300
6;0.125;;(10, 3);;(10, 3);1;2301
6;0.125;;(10, 3);;(10, 3);1;2302
6;0.125;;(10, 3);;(10, 3);1;2303
6;0.125;;(10, 3);;(10, 3);1;2304
6;0.125;;(10, 3);;(10, 3);1;2305
6;0.125;;(10, 3);;(10, 3);1;2306
6;0.125;;(10, 3);;(10, 3);1;2307
6;0.125;;(10, 3);;(10, 3);1;2308
6;0.125;;(10, 3);;(10, 3);1;2309
6;0.125;;(10, 3);;(10, 3);1;2310
6;0.125;;(10, 3);;(10, 3);1;2311
6;0.125;;(10, 3);;(10, 3);1;2312
6;0.125;;(10, 3);;(10, 3);1;2313
6;0.125;;(10, 3);;(10, 3);1;2314
6;0.125;;(10, 3);;(10, 3);1;2315
6;0.125;;(10, 3);;(10, 3);1;2316
6;0.125;;(10, 3);;(10, 3);1;2317
6;0.125;;(10, 3);;(10, 3);1;2318
6;0.125;;(10, 3);;(10, 3);1;2319
6;0.125;;(10, 3);;(10, 3);1;2320
6;0.125;;(10, 3);;(10, 3);1;2321
6;0.125;;(10, 3);;(10, 3);1;2322
6;0.125;;(10, 3);;(10, 3);1;2323
6;0.125;;(10, 3);;(10, 3);1;2324
6;0.125;;(10, 3);;(10, 3);1;2325
6;0.125;;(10, 3);;(10, 3);1;2326
6;0.125;;(10, 3);;(10, 3);1;2327
6;0.125;;(10, 3);;(10, 3);1;2328
6;0.125;;(10, 3);;(10, 3);1;2329
6;0.125;;(10, 3);;(10, 3);1;2330
6;0.125;;(10, 3);;(10, 3);1;2331
6;0.125;;(10, 3);;(10, 3);1;2332
6;0.125;;(10, 3);;(10, 3);1;2333
6;0.125;;(10, 3);;(10, 3);1;2334
6;0.125;;(10, 3);;(10, 3);1;2335
6;0.125;;(10, 3);;(10, 3);1;2336
6;0.125;;(10, 3);;(10, 3);1;2337
6;0.125;;(10, 3);;(10, 3);1;2338
6;0.125;;(10, 3);;(10, 3);1;2339
6;0.125;;(10, 3);;(10, 3);1;2340
6;0.125;;(10, 3);;(10, 3);1;2341
6;0.125;;(10, 3);;(10, 3);1;2342
6;0.125;;(10, 3);;(10, 3);1;2343
6;0.125;;(10, 3);;(10, 3);1;2344
6;0.125;;(10, 3);;(10, 3);1;2345
6;0.125;;(10, 3);;(10, 3);1;2346
6;0.125;;(10, 3);;(10, 3);1;2347
6;0.125;;(10, 3);;(10, 3);1;2348
6;0.125;;(10, 3);;(10, 3);1;2349
6;0.125;;(10, 3);;(10, 3);1;2350
6;0.125;;(10, 3);;(10, 3);1;2351
6;0.125;;(10, 3);;(10, 3);1;2352
6;0.125;;(10, 3);;(10, 3);1;2353
6;0.125;;(10, 3);;(10, 3);1;2354
6;0.125;;(10, 3);;(10, 3);1;2355
6;0.125;;(10, 3);;(10, 3);1;2356
6;0.125;;(10, 3);;(10, 3);1;2357
6;0.125;;(10, 3);;(10, 3);1;2358
6;0.125;;(10, 3);;(10, 3);1;2359
6;0.125;;(10, 3);;(10, 3);1;2360
6;0.125;;(10, 3);;(10, 3);1;2361
6;0.125;;(10, 3);;(10, 3);1;2362
6;0.125;;(10, 3);;(10, 3);1;2363
6;0.125;;(10, 3);;(10, 3);1;2364
6;0.125;;(10, 3);;(10, 3);1;2365
6;0.125;;(10, 3);;(10, 3);1;2366
6;0.125;;(10, 3);;(10, 3);1;2367
6;0.125;;(10, 3);;(10, 3);1;2368
6;0.125;;(10, 3);;(10, 3);1;2369
6;0.125;;(10, 3);;(10, 3);1;2370
6;0.125;;(10, 3);;(10, 3);1;2371
6;0.125;;(10, 3);;(10, 3);1;2372
6;0.125;;(10, 3);;(10, 3);1;2373
6;0.125;;(10, 3);;(10, 3);1;2374
6;0.125;;(10, 3);;(10, 3);1;2375
6;0.125;;(10, 3);;(10, 3);1;2376
6;0.125;;(10, 3);;(10, 3);1;2377
6;0.125;;(10, 3);;(10, 3);1;2378
6;0.125;;(10, 3);;(10, 3);1;2379
6;0.125;;(10, 3);;(10, 3);1;2380
6;0.125;;(10, 3);;(10, 3);1;2381
6;0.125;;(10, 3);;(10, 3);1;2382
6;0.125;;(10, 3);;(10, 3);1;2383
6;0.125;;(10, 3);;(10, 3);1;2384
6;0.125;;(10, 3);;(10, 3);1;2385
6;0.125;;(10, 3);;(10, 3);1;2386
6;0.125;;(10, 3);;(10, 3);1;2387
6;0.125;;(10, 3);;(10, 3);1;2388
6;0.125;;(10, 3);;(10, 3);1;2389
6;0.125;;(10, 3);;(10, 3);1;2390
6;0.125;;(10, 3);;(10, 3);1;2391
6;0.125;;(10, 3);;(10, 3);1;2392
6;0.125;;(10, 3);;(10, 3);1;2393
6;0.125;;(10, 3);;(10, 3);1;2394
6;0.125;;(10, 3);;(10, 3);1;2395
6;0.125;;(10, 3);;(10, 3);1;2396
6;0.125;;(10, 3);;(10, 3);1;2397
6;0.125;;(10, 3);;(10, 3);1;2398
6;0.125;;(10, 3);;(10, 3);1;2399
6;0.125;;(10, 3);;(10, 3);1;2400
6;0.125;;(10, 3);;(10, 3);1;2401
6;0.125;;(10, 3);;(10, 3);1;2402
6;0.125;;(10, 3);;(10, 3);1;2403
6;0.125;;(10, 3);;(10, 3);1;2404
6;0.125;;(10, 3);;(10, 3);1;2405
6;0.125;;(10, 3);;(10, 3);1;2406
6;0.125;;(10, 3);;(10, 3);1;2407
6;0.125;;(10, 3);;(10, 3);1;2408
6;0.125;;(10, 3);;(10, 3);1;2409
6;0.125;;(10, 3);;(10, 3);1;2410
6;0.125;;(10, 3);;(10, 3);1;2411
6;0.125;;(10, 3);;(10, 3);1;2412
6;0.125;;(10, 3);;(10, 3);1;2413
6;0.125;;(10, 3);;(10, 3);1;2414
6;0.125;;(10, 3);;(10, 3);1;2415
6;0.125;;(10, 3);;(10, 3);1;2416
6;0.125;;(10, 3);;(10, 3);1;2417
6;0.125;;(10, 3);;(10, 3);1;2418
6;0.125;;(10, 3);;(10, 3);1;2419
6;0.125;;(10, 3);;(10, 3);1;2420
6;0.125;;(10, 3);;(10, 3);1;2421
6;0.125;;(10, 3);;(10, 3);1;2422
6;0.125;;(10, 3);;(10, 3);1;2423
6;0.125;;(10, 3);;(10, 3);1;2424
6;0.125;;(10, 3);;(10, 3);1;2425
6;0.125;;(10, 3);;(10, 3);1;2426
6;0.125;;(10, 3);;(10, 3);1;2427
6;0.125;;(10, 3);;(10, 3);1;2428
6;0.125;;(10, 3);;(10, 3);1;2429
6;0.125;;(10, 3);;(10, 3);1;2430
6;0.125;;(10, 3);;(10, 3);1;2431
6;0.125;;(10, 3);;(10, 3);1;2432
6;0.125;;(10, 3);;(10, 3);1;2433
6;0.125;;(10, 3);;(10, 3);1;2434
6;0.125;;(10, 3);;(10, 3);1;2435
6;0.125;;(10, 3);;(10, 3);1;2436
6;0.125;;(10, 3);;(10, 3);1;2437
6;0.125;;(10, 3);;(10, 3);1;2438
6;0.125;;(10, 3);;(10, 3);1;2439
6;0.125;;(10, 3);;(10, 3);1;2440
6;0.125;;(10, 3);;(10, 3);1;2441
6;0.125;;(10, 3);;(10, 3);1;2442
6;0.125;;(10, 3);;(10, 3);1;2443
6;0.125;;(10, 3);;(10, 3);1;2444
6;0.125;;(10, 3);;(10, 3);1;2445
6;0.125;;(10, 3);;(10, 3);1;2446
6;0.125;;(10, 3);;(10, 3);1;2447
6;0.125;;(10, 3);;(10, 3);1;2448
6;0.125;;(10, 3);;(10, 3);1;2449
6;0.125;;(10, 3);;(10, 3);1;2450
6;0.125;;(10, 3);;(10, 3);1;2451
6;0.125;;(10, 3);;(10, 3);1;2452
6;0.125;;(10, 3);;(10, 3);1;2453
6;0.125;;(10, 3);;(10, 3);1;2454
6;0.125;;(10, 3);;(10, 3);1;2455
6;0.125;;(10, 3);;(10, 3);1;2456
6;0.125;;(10, 3);;(10, 3);1;2457
6;0.125;;(10, 3);;(10, 3);1;2458
6;0.125;;(10, 3);;(10, 3);1;2459
6;0.125;;(10, 3);;(10, 3);1;2460
6;0.125;;(10, 3);;(10, 3);1;2461
6;0.125;;(10, 3);;(10, 3);1;2462
6;0.125;;(10, 3);;(10, 3);1;2463
6;0.125;;(10, 3);;(10, 3);1;2464
6;0.125;;(10, 3);;(10, 3);1;2465
6;0.125;;(10, 3);;(10, 3);1;2466
6;0.125;;(10, 3);;(10, 3);1;2467
6;0.125;;(10, 3);;(10, 3);1;2468
6;0.125;;(10, 3);;(10, 3);1;2469
6;0.125;;(10, 3);;(10, 3);1;2470
6;0.125;;(10, 3);;(10, 3);1;2471
6;0.125;;(10, 3);;(10, 3);1;2472
6;0.125;;(10, 3);;(10, 3);1;2473
6;0.125;;(10, 3);;(10, 3);1;2474
6;0.125;;(10, 3);;(10, 3);1;2475
6;0.125;;(10, 3);;(10, 3);1;2476
6;0.125;;(10, 3);;(10, 3);1;2477
6;0.125;;(10, 3);;(10, 3);1;2478
6;0.125;;(10, 3);;(10, 3);1;2479
6;0.125;;(10, 3);;(10, 3);1;2480
6;0.125;;(10, 3);;(10, 3);1;2481
6;0.125;;(10, 3);;(10, 3);1;2482
6;0.125;;(10, 3);;(10, 3);1;2483
6;0.125;;(10, 3);;(10, 3);1;2484
6;0.125;;(10, 3);;(10, 3);1;2485
6;0.125;;(10, 3);;(10, 3);1;2486
6;0.125;;(10, 3);;(10, 3);1;2487
6;0.125;;(10, 3);;(10, 3);1;2488
6;0.125;;(10, 3);;(10, 3);1;2489
6;0.125;;(10, 3);;(10, 3);1;2490
6;0.125;;(10, 3);;(10, 3);1;2491
6;0.125;;(10, 3);;(10, 3);1;2492
6;0.125;;(10, 3);;(10, 3);1;2493
6;0.125;;(10, 3);;(10, 3);1;2494
6;0.125;;(10, 3);;(10, 3);1;2495
6;0.125;;(10, 3);;(10, 3);1;2496
6;0.125;;(10, 3);;(10, 3);1;2497
6;0.125;;(10, 3);;(10, 3);1;2498
6;0.125;;(10, 3);;(10, 3);1;2499
6;0.125;;(10, 3);CarryObjectTogether;(10, 3);1;2500
6;0.125;;(10, 3);;(10, 3);1;2501
6;0.125;;(10, 3);;(10, 3);1;2502
6;0.125;;(10, 3);;(10, 3);1;2503
6;0.125;;(10, 3);;(10, 3);1;2504
6;0.125;;(10, 3);;(10, 3);1;2505
6;0.125;;(10, 3);;(10, 3);1;2506
6;0.125;;(10, 3);;(10, 3);1;2507
6;0.125;;(10, 3);;(10, 3);1;2508
6;0.125;;(10, 3);;(10, 3);1;2509
6;0.125;;(10, 3);MoveWest;(9, 3);1;2510
6;0.125;;(10, 3);;(9, 3);1;2511
6;0.125;;(10, 3);;(9, 3);1;2512
6;0.125;;(10, 3);;(9, 3);1;2513
6;0.125;;(10, 3);MoveSouth;(9, 4);1;2514
6;0.125;;(10, 3);;(9, 4);1;2515
6;0.125;;(10, 3);;(9, 4);1;2516
6;0.125;;(10, 3);;(9, 4);1;2517
6;0.125;;(10, 3);;(9, 4);1;2518
6;0.125;;(10, 3);MoveSouth;(9, 5);1;2519
6;0.125;;(10, 3);;(9, 5);1;2520
